respondent_id,age,gender,state,education,employment_status,income,household_size,survey_weight,satisfaction_score,survey_date
RSP-2025-00772,19,Female,Uttar Pradesh,Graduate,Employed,10663.76,2,59.0365,8.0,2024-06-21
RSP-2025-00773,37,Female,Gujarat,Higher Secondary,Self-Employed,8073.18,3,68.8047,5.0,2024-06-16
RSP-2025-00774,24,Female,Tamil Nadu,None,Student,0.0,3,118.7083,5.0,2024-04-21
RSP-2025-00775,58,Female,Bihar,Secondary,Employed,17307.27,6,73.2693,3.0,2024-01-24
RSP-2025-00776,16,Male,West Bengal,Primary,Student,0.0,3,119.6388,5.0,2024-06-05
RSP-2025-00777,27,Male,West Bengal,None,Unemployed,0.0,4,31.1432,4.0,2024-04-18
RSP-2025-00778,54,Female,Maharashtra,Secondary,Student,0.0,1,93.4136,1.0,2024-03-08
RSP-2025-00779,16,Male,Maharashtra,Postgraduate,Employed,76042.66,1,103.5014,9.0,2024-04-23
RSP-2025-00780,79,Male,West Bengal,Graduate,Employed,45314.55,7,88.2603,10.0,2024-03-24
RSP-2025-00781,77,Male,Uttar Pradesh,Higher Secondary,Retired,47119.64,7,79.9926,4.0,2024-02-18
RSP-2025-00782,31,Male,Tamil Nadu,Postgraduate,Employed,10715.56,2,75.1711,3.0,2024-02-01
RSP-2025-00783,23,Female,Bihar,Higher Secondary,Student,0.0,5,109.0765,6.0,2024-03-01
RSP-2025-00784,29,Female,Maharashtra,None,Unemployed,0.0,3,104.5785,1.0,2024-06-18
RSP-2025-00785,38,Female,Bihar,Primary,Unemployed,0.0,4,24.5021,5.0,2024-05-08
RSP-2025-00786,52,Female,Uttar Pradesh,Primary,Employed,50104.05,1,107.6633,7.0,2024-04-11
RSP-2025-00787,49,Male,Bihar,Primary,Unemployed,0.0,3,57.9109,2.0,2024-02-04
RSP-2025-00788,63,Male,Gujarat,Higher Secondary,Employed,23295.52,5,39.5483,10.0,2024-02-20
RSP-2025-00789,83,Female,Maharashtra,Postgraduate,Employed,26516.03,2,110.0885,9.0,2024-02-14
RSP-2025-00790,76,Male,Uttar Pradesh,Primary,Employed,17192.43,4,59.9668,6.0,2024-03-17
RSP-2025-00791,74,Female,Uttar Pradesh,Postgraduate,Employed,30733.03,5,103.0578,2.0,2024-04-22
RSP-2025-00792,64,Female,Tamil Nadu,Higher Secondary,Retired,44259.3,2,40.6597,8.0,2024-03-05
RSP-2025-00793,23,Male,Tamil Nadu,None,Retired,9411.37,5,10.9499,8.0,2024-01-14
RSP-2025-00794,48,Female,Gujarat,Postgraduate,Employed,32688.25,4,67.2301,1.0,2024-04-02
RSP-2025-00795,49,Female,Uttar Pradesh,None,Self-Employed,49319.89,3,21.9761,1.0,2024-05-10
RSP-2025-00796,15,Female,Karnataka,Higher Secondary,Employed,,5,96.876,1.0,2024-01-24
RSP-2025-00797,54,Male,Uttar Pradesh,Higher Secondary,Self-Employed,42423.4,7,42.1106,4.0,2024-03-05
RSP-2025-00798,78,Male,Tamil Nadu,Graduate,Student,16763.183,5,61.2974,4.0,2024-06-24
RSP-2025-00799,36,Female,Karnataka,Higher Secondary,Retired,25139.04,4,20.4653,8.0,2024-05-17
RSP-2025-00800,74,Male,Maharashtra,Higher Secondary,Employed,34740.09,4,43.3225,1.0,2024-01-13
RSP-2025-00801,78,Male,Maharashtra,Secondary,Self-Employed,16651.62,3,99.9806,10.0,2024-05-21
RSP-2025-00802,25,Female,Bihar,Primary,Employed,30267.0,2,27.8568,3.0,2024-04-09
RSP-2025-00803,28,Male,West Bengal,Graduate,Retired,36285.61,7,84.5998,1.0,2024-05-17
RSP-2025-00804,74,Female,Tamil Nadu,Graduate,Employed,30535.57,2,115.5453,,2024-06-16
RSP-2025-00805,44,Female,West Bengal,Graduate,Self-Employed,13866.04,6,88.3413,10.0,2024-05-30
RSP-2025-00806,49,Female,Karnataka,Secondary,Self-Employed,30765.07,1,103.362,9.0,2024-04-08
RSP-2025-00807,51,Male,Tamil Nadu,None,Self-Employed,69593.56,1,22.9773,,2024-02-24
RSP-2025-00808,19,Female,Gujarat,Higher Secondary,Employed,,3,39.2088,8.0,2024-03-03
RSP-2025-00809,40,Male,Uttar Pradesh,Primary,Retired,50276.43,3,112.9247,1.0,2024-03-11
RSP-2025-00810,76,Male,Gujarat,Postgraduate,Employed,23062.02,4,92.3796,5.0,2024-06-18
RSP-2025-00811,18,Female,Karnataka,,Self-Employed,43802.02,2,83.7289,2.0,2024-04-08
RSP-2025-00812,56,Male,Tamil Nadu,Higher Secondary,Employed,32258.09,5,86.5013,1.0,2024-03-06
RSP-2025-00813,32,Male,Karnataka,Secondary,Employed,14500.06,7,57.926,3.0,2024-03-19
RSP-2025-00814,54,Female,Uttar Pradesh,Higher Secondary,Unemployed,0.0,4,15.6017,7.0,2024-03-13
RSP-2025-00815,53,Male,Maharashtra,Higher Secondary,Employed,14120.7,6,100.3186,1.0,2024-02-16
RSP-2025-00816,28,Male,Maharashtra,Secondary,Employed,17829.82,4,88.2127,2.0,2024-03-21
RSP-2025-00817,46,Male,Karnataka,Graduate,Employed,30426.32,1,64.6361,2.0,2024-05-05
RSP-2025-00818,65,Female,West Bengal,,Employed,32637.22,2,113.5225,4.0,2024-02-21
RSP-2025-00819,52,Female,Tamil Nadu,Primary,Self-Employed,12419.2,7,48.9903,3.0,2024-05-25
RSP-2025-00820,37,Male,Tamil Nadu,Primary,Student,0.0,3,44.1998,3.0,2024-05-25
RSP-2025-00821,77,Male,Maharashtra,Graduate,Employed,39019.0,7,110.4352,10.0,2024-05-31
RSP-2025-00822,29,Male,Bihar,None,Employed,2736083.917998839,7,101.7551,5.0,2024-01-23
RSP-2025-00823,39,Male,Gujarat,Postgraduate,Employed,9902.77,6,69.4652,3.0,2024-05-19
RSP-2025-00824,31,Female,Bihar,Higher Secondary,Employed,24484.9,6,25.4691,7.0,2024-05-30
RSP-2025-00825,80,Male,Uttar Pradesh,Postgraduate,Self-Employed,20133.42,1,35.1257,5.0,2024-01-21
RSP-2025-00826,67,Male,Gujarat,Higher Secondary,Self-Employed,28956.25,8,85.6381,4.0,2024-03-04
RSP-2025-00827,65,Female,Gujarat,Graduate,Employed,21247.07,7,54.5872,3.0,2024-03-12
RSP-2025-00828,53,Female,Karnataka,Primary,Employed,7296.52,4,106.2762,,2024-06-10
RSP-2025-00829,65,Female,Maharashtra,None,Employed,20901.46,6,119.2698,2.0,2024-05-09
RSP-2025-00830,84,Male,Bihar,Primary,Student,0.0,1,102.7454,1.0,2024-03-09
RSP-2025-00831,20,Male,Bihar,Postgraduate,Retired,40614.47,3,53.729,3.0,2024-06-07
RSP-2025-00832,81,Male,Maharashtra,Primary,Employed,17088.66,3,100.8046,2.0,2024-03-08
RSP-2025-00833,21,Male,Bihar,Graduate,Employed,80108.6,2,50.7401,1.0,2024-05-26
RSP-2025-00834,65,Female,Maharashtra,None,Student,0.0,5,29.633,1.0,2024-05-07
RSP-2025-00835,56,Female,Karnataka,Postgraduate,Retired,63086.3,5,14.3235,2.0,2024-04-16
RSP-2025-00836,78,Female,West Bengal,None,Employed,23253.08,3,54.6646,9.0,2024-04-18
RSP-2025-00837,29,Female,Gujarat,Higher Secondary,Employed,47038.9,6,113.9575,5.0,2024-03-12
RSP-2025-00838,43,Male,Karnataka,Primary,Employed,,1,37.864,9.0,2024-04-12
RSP-2025-00839,47,Female,Tamil Nadu,None,Unemployed,0.0,5,34.1458,8.0,2024-05-20
RSP-2025-00840,41,Male,Uttar Pradesh,Secondary,Employed,20914.85,1,121.5445,6.0,2024-03-05
RSP-2025-00841,50,Female,West Bengal,Primary,Employed,13172.63,4,13.363,1.0,2024-05-13
RSP-2025-00842,43,Male,Tamil Nadu,Higher Secondary,Unemployed,6773.293,3,100.4721,10.0,2024-04-21
RSP-2025-00843,52,Male,Gujarat,None,Employed,24990.16,6,47.2969,5.0,2024-06-03
RSP-2025-00844,71,Male,Bihar,Postgraduate,Self-Employed,31070.47,6,14.7924,1.0,2024-03-19
RSP-2025-00845,41,Female,Maharashtra,Higher Secondary,Employed,60029.34,1,115.5884,7.0,2024-06-28
RSP-2025-00846,69,Male,Gujarat,Secondary,Employed,,3,26.489,10.0,2024-05-05
RSP-2025-00847,47,Male,Karnataka,None,Unemployed,0.0,4,73.6787,8.0,2024-04-30
RSP-2025-00848,82,Male,Uttar Pradesh,Graduate,Employed,18335.02,4,41.8792,8.0,2024-03-27
RSP-2025-00849,80,Female,Karnataka,Primary,Retired,24688.43,5,17.9646,7.0,2024-02-17
RSP-2025-00850,24,Female,West Bengal,Postgraduate,Unemployed,0.0,5,16.2161,2.0,2024-03-28
RSP-2025-00851,19,Female,West Bengal,Graduate,Employed,10146.21,7,23.7312,5.0,2024-03-08
RSP-2025-00852,52,Male,Uttar Pradesh,None,Self-Employed,16216.04,2,18.6715,4.0,2024-06-20
RSP-2025-00853,27,Female,Tamil Nadu,None,Employed,64744.07,4,97.5839,5.0,2024-04-10
RSP-2025-00854,45,Male,Tamil Nadu,Higher Secondary,Retired,47859.47,7,66.0973,10.0,2024-01-17
RSP-2025-00855,61,Female,West Bengal,None,Employed,25829.8,4,49.7611,9.0,2024-02-07
RSP-2025-00856,66,Female,West Bengal,Postgraduate,Unemployed,0.0,5,58.4032,4.0,2024-05-17
RSP-2025-00857,70,Male,Bihar,Graduate,Employed,,6,116.8644,8.0,2024-02-23
RSP-2025-00858,29,Male,Maharashtra,Postgraduate,Employed,64976.39,4,114.7811,8.0,2024-05-13
RSP-2025-00859,43,Male,Bihar,Secondary,Student,0.0,8,92.445,2.0,2024-05-13
RSP-2025-00860,22,Male,Bihar,Secondary,Student,,1,111.7961,6.0,2024-02-21
RSP-2025-00861,19,Male,Tamil Nadu,Primary,Employed,56665.43,2,47.0997,5.0,2024-01-15
RSP-2025-00862,43,Female,Uttar Pradesh,Primary,Employed,16231.49,1,54.137,2.0,2024-03-08
RSP-2025-00863,61,Male,Tamil Nadu,Secondary,Student,0.0,1,80.77,10.0,2024-04-21
RSP-2025-00864,82,Male,Maharashtra,None,Retired,9948.73,6,81.9052,4.0,2024-04-13
RSP-2025-00865,59,Male,Karnataka,Postgraduate,Employed,77595.71,8,65.6546,7.0,2024-01-07
RSP-2025-00866,16,Male,West Bengal,Secondary,Unemployed,0.0,4,56.3753,1.0,2024-02-20
RSP-2025-00867,41,Female,West Bengal,Primary,Employed,22976.93,2,123.4176,9.0,2024-02-27
RSP-2025-00868,50,Male,Maharashtra,Secondary,Student,0.0,8,104.5187,10.0,2024-04-18
RSP-2025-00869,50,Female,Bihar,None,Employed,20017.93,4,60.3052,1.0,2024-04-20
RSP-2025-00870,40,Female,Uttar Pradesh,Secondary,Employed,13685.96,3,93.775,5.0,2024-06-02
RSP-2025-00871,57,Female,West Bengal,Postgraduate,Self-Employed,18124.68,9,41.3648,7.0,2024-01-31
RSP-2025-00872,41,Female,Gujarat,Graduate,Employed,24606.06,2,21.9694,8.0,2024-04-01
RSP-2025-00873,83,Male,Bihar,None,Unemployed,0.0,5,50.8534,2.0,2024-04-15
RSP-2025-00874,34,Female,West Bengal,Primary,Employed,30789.91,5,56.6404,4.0,2024-01-13
RSP-2025-00875,25,Male,Gujarat,Postgraduate,Employed,32859.29,5,12.3935,2.0,2024-05-25
RSP-2025-00876,52,Male,Maharashtra,Secondary,Employed,13199.21,6,103.7937,4.0,2024-04-28
RSP-2025-00877,20,Female,Maharashtra,,Unemployed,0.0,4,51.6276,6.0,2024-05-20
RSP-2025-00878,37,Female,Bihar,Graduate,Employed,,2,76.9579,6.0,2024-04-24
RSP-2025-00879,61,Female,West Bengal,Primary,Unemployed,,3,18.9688,,2024-05-31
RSP-2025-00880,60,Male,Tamil Nadu,Primary,Student,0.0,2,30.5371,4.0,2024-02-26
RSP-2025-00881,26,Male,Gujarat,Higher Secondary,Self-Employed,22971.51,2,112.3699,4.0,2024-05-05
RSP-2025-00882,27,Female,Uttar Pradesh,Primary,Employed,26943.23,6,80.1947,1.0,2024-06-05
RSP-2025-00883,76,Male,West Bengal,Graduate,Employed,53945.92,5,119.3075,2.0,2024-02-23
RSP-2025-00884,74,Female,Uttar Pradesh,Higher Secondary,Employed,61496.16,1,124.8569,3.0,2024-05-12
RSP-2025-00885,57,Female,West Bengal,Higher Secondary,Employed,,4,53.078,5.0,2024-06-11
RSP-2025-00886,82,Male,Tamil Nadu,Secondary,Employed,20902.88,8,44.713,8.0,2024-01-19
RSP-2025-00887,19,Male,Tamil Nadu,Secondary,Self-Employed,25942.86,3,108.7818,6.0,2024-03-17
RSP-2025-00888,51,Male,Bihar,Primary,Employed,33512.45,5,124.841,3.0,2024-03-09
RSP-2025-00889,45,Male,Bihar,Higher Secondary,Employed,48018.78,5,82.5939,6.0,2024-02-13
RSP-2025-00890,23,Female,Tamil Nadu,Secondary,Employed,26977.26,5,101.5436,7.0,2024-02-07
RSP-2025-00891,65,Male,Karnataka,Graduate,Self-Employed,40226.29,3,100.0099,6.0,2024-03-02
RSP-2025-00892,43,Female,Tamil Nadu,Secondary,Employed,,7,51.1864,10.0,2024-01-22
RSP-2025-00893,54,Male,Maharashtra,None,Self-Employed,34470.23,5,76.254,6.0,2024-03-13
RSP-2025-00894,55,Other,Maharashtra,None,Employed,32944.33,2,105.885,1.0,2024-06-16
RSP-2025-00895,25,Male,Karnataka,Secondary,Student,0.0,6,89.289,3.0,2024-06-02
RSP-2025-00896,37,Male,Gujarat,Higher Secondary,Student,2137077.4580654856,3,12.9233,7.0,2024-05-04
RSP-2025-00897,15,Male,Uttar Pradesh,Higher Secondary,Employed,34628.91,3,49.0528,4.0,2024-01-05
RSP-2025-00898,60,Female,West Bengal,Postgraduate,Employed,,3,27.0425,4.0,2024-02-23
RSP-2025-00899,35,Female,West Bengal,None,Employed,19252.4,5,37.1753,7.0,2024-03-26
RSP-2025-00900,50,Female,Karnataka,Graduate,Employed,31517.39,5,114.1785,9.0,2024-06-25
RSP-2025-00901,68,Male,Maharashtra,Higher Secondary,Self-Employed,25867.37,1,14.7243,2.0,2024-01-03
RSP-2025-00902,71,Male,Bihar,Primary,Student,0.0,4,35.6672,9.0,2024-02-07
RSP-2025-00903,15,Female,West Bengal,None,Self-Employed,28451.95,7,45.9457,3.0,2024-05-21
RSP-2025-00904,77,Male,Maharashtra,Graduate,Student,0.0,4,81.1332,6.0,2024-06-23
RSP-2025-00905,68,Male,Gujarat,Graduate,Employed,51205.8,5,71.6546,4.0,2024-05-21
RSP-2025-00906,69,Other,Uttar Pradesh,Higher Secondary,Employed,23361.97,2,35.4919,1.0,2024-03-13
RSP-2025-00907,54,Female,Gujarat,Graduate,Self-Employed,37882.66,2,29.3056,9.0,2024-02-07
RSP-2025-00908,29,Female,Karnataka,Higher Secondary,Employed,19725.81,4,37.6134,6.0,2024-06-20
RSP-2025-00909,35,Female,Tamil Nadu,Secondary,Self-Employed,17634.5,4,68.0396,8.0,2024-05-04
RSP-2025-00910,61,Male,Tamil Nadu,None,Employed,28416.05,4,41.5499,2.0,2024-03-10
RSP-2025-00911,67,Male,Tamil Nadu,Postgraduate,Employed,,5,119.0005,7.0,2024-03-05
RSP-2025-00912,23,Female,Gujarat,Secondary,Retired,36749.78,7,63.6126,6.0,2024-01-25
RSP-2025-00913,66,Female,West Bengal,None,Employed,,2,17.2321,2.0,2024-01-16
RSP-2025-00914,71,Male,Uttar Pradesh,Higher Secondary,Retired,8154.83,3,94.001,2.0,2024-01-15
RSP-2025-00915,40,Male,Tamil Nadu,None,Retired,2410894.743667318,6,48.1528,4.0,2024-05-10
RSP-2025-00916,55,Male,Karnataka,Higher Secondary,Self-Employed,45070.45,7,85.3245,,2024-02-06
RSP-2025-00917,49,Female,Karnataka,Secondary,Self-Employed,22174.66,6,42.5136,3.0,2024-05-04
RSP-2025-00918,77,Female,Tamil Nadu,Primary,Unemployed,0.0,5,75.8502,8.0,2024-04-22
RSP-2025-00919,39,Female,Tamil Nadu,Primary,Student,0.0,3,98.9115,7.0,2024-06-14
RSP-2025-00920,52,Male,Uttar Pradesh,None,Employed,16936.35,3,116.757,2.0,2024-01-01
RSP-2025-00921,16,Female,Tamil Nadu,Primary,Unemployed,986.924,5,40.3991,3.0,2024-03-11
RSP-2025-00922,21,Female,Uttar Pradesh,Higher Secondary,Self-Employed,24235.89,3,48.8411,10.0,2024-04-12
RSP-2025-00923,48,Male,Karnataka,Graduate,Employed,19639.28,4,63.6585,9.0,2024-01-19
RSP-2025-00924,31,Male,Tamil Nadu,Higher Secondary,Employed,14356.24,8,116.6615,5.0,2024-02-21
RSP-2025-00925,57,Male,Gujarat,Graduate,Employed,24004.68,3,113.7088,2.0,2024-04-27
RSP-2025-00926,73,Male,Bihar,Secondary,Unemployed,0.0,5,20.7911,3.0,2024-06-06
RSP-2025-00927,65,Female,Gujarat,Postgraduate,Student,0.0,2,25.606,8.0,2024-04-16
RSP-2025-00928,68,Male,Karnataka,Graduate,Employed,32844.44,6,67.2358,4.0,2024-02-24
RSP-2025-00929,38,Female,Uttar Pradesh,Primary,Retired,87440.6,5,22.7079,2.0,2024-01-14
RSP-2025-00930,39,Male,Gujarat,Higher Secondary,Self-Employed,21528.41,7,50.069,2.0,2024-01-13
RSP-2025-00931,66,Male,Uttar Pradesh,Secondary,Student,0.0,8,27.4901,6.0,2024-03-24
RSP-2025-00932,84,Male,Gujarat,Primary,Unemployed,0.0,5,83.3266,8.0,2024-03-30
RSP-2025-00933,47,Male,Gujarat,Secondary,Self-Employed,15519.71,2,119.2172,7.0,2024-01-27
RSP-2025-00934,63,Male,Uttar Pradesh,Postgraduate,Employed,18394.56,4,124.626,4.0,2024-03-29
RSP-2025-00935,43,Female,West Bengal,Higher Secondary,Student,0.0,4,53.4651,2.0,2024-05-16
RSP-2025-00936,77,Female,Gujarat,None,Employed,33984.48,5,79.0869,9.0,2024-02-10
RSP-2025-00937,36,Female,Tamil Nadu,Higher Secondary,Student,,4,108.5426,4.0,2024-02-17
RSP-2025-00938,40,Male,Bihar,Postgraduate,Retired,16891.6,5,23.9494,9.0,2024-01-12
RSP-2025-00939,42,Male,Karnataka,Higher Secondary,Employed,20520.78,4,89.4551,5.0,2024-05-17
RSP-2025-00940,63,Male,West Bengal,None,Employed,25821.69,5,57.3126,7.0,2024-01-06
RSP-2025-00941,63,Female,Uttar Pradesh,Graduate,Self-Employed,34796.4,8,34.1037,5.0,2024-06-10
RSP-2025-00942,34,Male,West Bengal,Secondary,Employed,31930.22,7,56.6153,2.0,2024-06-28
RSP-2025-00943,77,Male,Maharashtra,None,Student,0.0,6,19.1975,6.0,2024-02-10
RSP-2025-00944,75,Female,Maharashtra,Primary,Employed,5557.17,7,90.1241,7.0,2024-01-06
RSP-2025-00945,63,Male,Gujarat,Postgraduate,Employed,5701.56,3,39.439,6.0,2024-05-09
RSP-2025-00946,15,Male,Gujarat,Graduate,Retired,19490.44,5,46.1559,3.0,2024-01-15
RSP-2025-00947,27,Male,Tamil Nadu,Primary,Self-Employed,54898.71,2,24.3638,10.0,2024-05-24
RSP-2025-00948,65,Female,Bihar,,Student,0.0,4,109.5035,8.0,2024-01-16
RSP-2025-00949,70,Female,Karnataka,Postgraduate,Employed,3808.68,3,66.9994,3.0,2024-06-04
RSP-2025-00950,76,Male,West Bengal,Graduate,Self-Employed,38998.04,3,76.0108,5.0,2024-03-25
RSP-2025-00951,46,Male,Maharashtra,Primary,Unemployed,3151.9990000000003,1,75.7,9.0,2024-01-10
RSP-2025-00952,44,Other,Gujarat,Primary,Self-Employed,13244.86,6,57.5015,5.0,2024-05-17
RSP-2025-00953,43,Female,Karnataka,Graduate,Self-Employed,14177.33,3,32.5447,7.0,2024-05-17
RSP-2025-00954,63,Male,West Bengal,Higher Secondary,Unemployed,1432.364,7,95.8177,7.0,2024-06-04
RSP-2025-00955,59,Female,Gujarat,Primary,Employed,28907.26,6,25.0479,5.0,2024-05-31
RSP-2025-00956,44,Male,Gujarat,Secondary,Employed,17906.07,4,22.3935,2.0,2024-01-19
RSP-2025-00957,30,Female,Maharashtra,Graduate,Self-Employed,37091.44,2,91.8116,5.0,2024-03-08
RSP-2025-00958,54,Female,Maharashtra,Primary,Employed,4206.95,3,34.4118,7.0,2024-02-11
RSP-2025-00959,33,Male,Gujarat,Postgraduate,Self-Employed,15414.23,5,45.6255,7.0,2024-05-19
RSP-2025-00960,32,Female,Uttar Pradesh,None,Employed,12939.82,5,64.9135,4.0,2024-05-25
RSP-2025-00961,15,Female,Gujarat,Secondary,Self-Employed,22774.09,4,61.9507,1.0,2024-05-30
RSP-2025-00962,61,Female,Karnataka,None,Self-Employed,18963.45,5,91.6323,6.0,2024-03-24
RSP-2025-00963,80,Male,Gujarat,None,Employed,45188.52,1,81.8829,3.0,2024-05-13
RSP-2025-00964,52,Male,Tamil Nadu,Primary,Employed,8033.95,8,84.2834,5.0,2024-02-22
RSP-2025-00965,65,Male,Bihar,Secondary,Employed,27710.58,8,92.2592,4.0,2024-04-07
RSP-2025-00966,77,Female,Tamil Nadu,,Self-Employed,38673.84,3,44.0042,2.0,2024-02-11
RSP-2025-00967,18,Male,Tamil Nadu,Higher Secondary,Student,0.0,6,47.4072,7.0,2024-01-30
RSP-2025-00968,15,Female,Uttar Pradesh,None,Employed,19670.04,5,60.6507,5.0,2024-01-09
RSP-2025-00969,22,Female,Uttar Pradesh,Secondary,Self-Employed,33219.69,4,45.7044,7.0,2024-06-18
RSP-2025-00970,43,Male,Gujarat,Higher Secondary,Employed,8328.92,7,123.2754,9.0,2024-02-03
RSP-2025-00971,69,Female,Tamil Nadu,Graduate,Unemployed,0.0,5,103.7089,4.0,2024-06-16
RSP-2025-00972,17,Male,Uttar Pradesh,Higher Secondary,Retired,46588.24,3,29.353,5.0,2024-03-28
RSP-2025-00973,46,Female,Maharashtra,Postgraduate,Employed,26806.13,8,11.1405,9.0,2024-05-24
RSP-2025-00974,24,Male,Gujarat,Primary,Unemployed,0.0,4,15.3987,,2024-06-05
RSP-2025-00975,48,Male,Karnataka,Graduate,Employed,11018.03,7,38.4453,4.0,2024-02-19
RSP-2025-00976,69,Male,Bihar,Graduate,Employed,37719.65,8,23.5864,5.0,2024-03-16
RSP-2025-00977,46,Male,West Bengal,Postgraduate,Employed,90647.32,6,71.5672,5.0,2024-06-25
RSP-2025-00978,64,Female,Gujarat,Higher Secondary,Employed,35341.34,3,108.7405,8.0,2024-02-15
RSP-2025-00979,21,Female,West Bengal,Primary,Self-Employed,32201.81,1,94.8579,4.0,2024-02-15
RSP-2025-00980,22,Female,Tamil Nadu,Higher Secondary,Employed,27053.22,4,35.1872,4.0,2024-05-05
RSP-2025-00981,79,Male,Bihar,Secondary,Unemployed,0.0,2,56.2198,7.0,2024-01-17
RSP-2025-00982,71,Male,West Bengal,Higher Secondary,Employed,64933.72,5,68.6539,5.0,2024-03-06
RSP-2025-00983,81,Male,Tamil Nadu,Graduate,Employed,18086.89,5,103.2686,6.0,2024-04-13
RSP-2025-00984,73,Female,Maharashtra,Primary,Self-Employed,37343.5,2,106.5794,6.0,2024-01-05
RSP-2025-00985,68,Female,West Bengal,Higher Secondary,Retired,9740.3,3,114.6627,6.0,2024-05-02
RSP-2025-00986,81,Male,Bihar,Primary,Employed,12498.34,7,68.8086,10.0,2024-05-04
RSP-2025-00987,65,Male,Gujarat,Primary,Student,0.0,3,89.9945,5.0,2024-04-21
RSP-2025-00988,22,Female,Tamil Nadu,Secondary,Unemployed,0.0,4,23.3011,5.0,2024-01-16
RSP-2025-00989,48,Female,Gujarat,Secondary,Unemployed,6919.121000000001,4,75.2256,9.0,2024-03-21
RSP-2025-00990,49,Female,Bihar,Graduate,Unemployed,0.0,2,38.9752,8.0,2024-03-31
RSP-2025-00991,46,Female,Uttar Pradesh,Postgraduate,Employed,8125.53,5,59.9316,4.0,2024-05-14
RSP-2025-00992,60,Male,Tamil Nadu,Primary,Employed,48042.63,3,83.0988,7.0,2024-05-15
RSP-2025-00993,30,Male,West Bengal,Postgraduate,Self-Employed,18335.05,6,39.9249,8.0,2024-03-12
RSP-2025-00994,82,Female,Tamil Nadu,Graduate,Employed,42367.96,4,16.4752,9.0,2024-04-05
RSP-2025-00995,51,Female,Gujarat,Primary,Retired,27347.68,7,11.6718,,2024-04-20
RSP-2025-00996,68,Male,Maharashtra,Primary,Employed,9867.22,1,13.0373,3.0,2024-03-22
RSP-2025-00997,28,Female,Tamil Nadu,None,Employed,29935.24,5,11.456,4.0,2024-02-07
RSP-2025-00998,69,Female,West Bengal,Postgraduate,Self-Employed,112144.67,3,23.1357,10.0,2024-02-23
RSP-2025-00999,62,Female,Uttar Pradesh,Higher Secondary,Employed,37065.47,6,37.9215,6.0,2024-03-16
RSP-2025-01000,21,Female,Karnataka,Secondary,Unemployed,0.0,5,35.8299,10.0,2024-01-15
RSP-2025-00011,52,Female,Maharashtra,None,Retired,23045.56,5,93.2186,4.0,2024-03-05
RSP-2025-00012,16,Male,Karnataka,Higher Secondary,Unemployed,0.0,7,20.2375,9.0,2024-05-10
RSP-2025-00013,78,Male,Karnataka,Higher Secondary,Employed,14943.04,2,35.689,5.0,2024-06-04
